resource	entitiesCount	entitiesFound	entitiesRatio	entitiesPValue	entitiesFDR	interactorsCount	interactorsFound	interactorsRatio	entitiesAndInteractorsCount	entitiesAndInteractorsFound	reactionsCount	reactionsFound	reactionsRatio	path	entities	glycoPath	ctype
TOTAL	11	1	0.000747231845662659	0.0338010498863998	0.0975864164552824	57	0	0.00306173742174291	67	1	7	7	0.000529140524605034	RUNX1 regulates transcription of genes involved in differentiation of myeloid cells	RUNX1	CS_DS_Extend	PAAD
TOTAL	11	1	0.000747231845662659	0.0338010498863998	0.0975864164552824	32	0	0.00196499565873052	43	1	8	6	0.000604732028120039	RUNX1 regulates transcription of genes involved in differentiation of keratinocytes	RUNX1	CS_DS_Extend	PAAD
TOTAL	12	1	0.000815162013450173	0.0368178573228668	0.0975864164552824	38	0	0.00223918109948362	49	1	4	1	0.00030236601406002	AKT phosphorylates targets in the nucleus	FOXO1	CS_DS_Extend	PAAD
TOTAL	14	1	0.000951022349025202	0.042823853611362	0.0975864164552824	34	0	0.00196499565873052	43	1	5	3	0.000377957517575025	Regulation of localization of FOXO transcription factors	FOXO1	CS_DS_Extend	PAAD
TOTAL	15	1	0.00101895251681272	0.045813097435612	0.0975864164552824	191	0	0.00918521226522872	201	1	5	3	0.000377957517575025	ATF6 (ATF6-alpha) activates chaperone genes	NFYB	CS_DS_Extend	PAAD
TOTAL	15	1	0.00101895251681272	0.045813097435612	0.0975864164552824	23	0	0.00159941507105973	35	1	6	2	0.000453549021090029	NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis	NCOR2	CS_DS_Extend	PAAD
TOTAL	110	2	0.00747231845662659	0.0465292202762281	0.0975864164552824	633	0	0.0329936480372892	722	2	85	66	0.00642527779877542	FOXO-mediated transcription	NFYB;FOXO1	CS_DS_Extend	PAAD
TOTAL	16	1	0.00108688268460023	0.0487932082276412	0.0975864164552824	259	0	0.0125668327011836	275	1	7	4	0.000529140524605034	Repression of WNT target genes	LEF1	CS_DS_Extend	PAAD
TOTAL	16	1	0.00108688268460023	0.0487932082276412	0.0975864164552824	183	0	0.00868253895718137	190	1	9	3	0.000680323531635044	Regulation of FOXO transcriptional activity by acetylation	FOXO1	CS_DS_Extend	PAAD
TOTAL	16	1	0.00108688268460023	0.0487932082276412	0.0975864164552824	99	0	0.00516382580084998	113	1	8	2	0.000604732028120039	RUNX3 regulates p14-ARF	RUNX1	CS_DS_Extend	PAAD
TOTAL	16	1	0.00108688268460023	0.0487932082276412	0.0975864164552824	0	0	0.000731161175341589	16	1	5	1	0.000377957517575025	Pervasive developmental disorders	NCOR2	CS_DS_Extend	PAAD
TOTAL	16	1	0.00108688268460023	0.0487932082276412	0.0975864164552824	0	0	0.000731161175341589	16	1	5	1	0.000377957517575025	Loss of function of MECP2 in Rett syndrome	NCOR2	CS_DS_Extend	PAAD
TOTAL	16	1	0.00108688268460023	0.0487932082276412	0.0975864164552824	0	0	0.000731161175341589	16	1	5	1	0.000377957517575025	Disorders of Developmental Biology	NCOR2	CS_DS_Extend	PAAD
TOTAL	16	1	0.00108688268460023	0.0487932082276412	0.0975864164552824	0	0	0.000731161175341589	16	1	5	1	0.000377957517575025	Disorders of Nervous System Development	NCOR2	CS_DS_Extend	PAAD
TOTAL	3	1	0.000203790503362543	0.00264603957864862	0.0447269581017113	0	0	0.000137092720376548	3	1	1	1	7.55915035150049e-05	Signaling by TCF7L2 mutants	CTBP1	CS_HS_Init	PAAD
TOTAL	10	1	0.000679301677875144	0.00879501815107131	0.0447269581017113	0	0	0.000456975734588493	10	1	2	2	0.00015118300703001	NR1H2 & NR1H3 regulate gene expression linked to triglyceride lipolysis in adipose	NR1H2	CS_HS_Init	PAAD
TOTAL	10	1	0.000679301677875144	0.00879501815107131	0.0447269581017113	39	0	0.00223918109948362	49	1	2	2	0.00015118300703001	NR1H2 & NR1H3 regulate gene expression to limit cholesterol uptake 	NR1H2	CS_HS_Init	PAAD
TOTAL	174	2	0.0118198491950275	0.00999342685905236	0.0447269581017113	400	0	0.0256820362838733	562	2	41	4	0.0030992516441152	PPARA activates gene expression	NFYB;NR1H2	CS_HS_Init	PAAD
TOTAL	176	2	0.0119557095306025	0.0102143221233385	0.0447269581017113	433	0	0.02700726591418	591	2	44	4	0.00332602615466022	Regulation of lipid metabolism by PPARalpha	NFYB;NR1H2	CS_HS_Init	PAAD
TOTAL	12	1	0.000815162013450173	0.0105454306257289	0.0447269581017113	6	0	0.000822556322259288	18	1	4	1	0.00030236601406002	VLDLR internalisation and degradation	NR1H2	CS_HS_Init	PAAD
TOTAL	183	2	0.0124312207051151	0.0110046299773177	0.0447269581017113	1820	0	0.0871909701594845	1908	2	131	3	0.00990248696046564	SUMO E3 ligases SUMOylate target proteins	CTBP1;NR1H2	CS_HS_Init	PAAD
TOTAL	192	2	0.0130425922152028	0.0120596109067862	0.0447269581017113	1857	0	0.0889731755243797	1947	2	140	3	0.0105828104921007	SUMOylation	CTBP1;NR1H2	CS_HS_Init	PAAD
TOTAL	15	1	0.00101895251681272	0.0131656999105522	0.0447269581017113	23	0	0.00159941507105973	35	1	6	6	0.000453549021090029	NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis	NR1H2	CS_HS_Init	PAAD
TOTAL	15	1	0.00101895251681272	0.0131656999105522	0.0447269581017113	191	0	0.00918521226522872	201	1	5	3	0.000377957517575025	ATF6 (ATF6-alpha) activates chaperone genes	NFYB	CS_HS_Init	PAAD
TOTAL	16	1	0.00108688268460023	0.0140376986239151	0.0447269581017113	259	0	0.0125668327011836	275	1	7	2	0.000529140524605034	Repression of WNT target genes	CTBP1	CS_HS_Init	PAAD
TOTAL	17	1	0.00115481285238775	0.0149089860339038	0.0447269581017113	70	0	0.00397568889091989	87	1	8	8	0.000604732028120039	NR1H2 & NR1H3 regulate gene expression linked to lipogenesis	NR1H2	CS_HS_Init	PAAD
TOTAL	17	1	0.00115481285238775	0.0149089860339038	0.0447269581017113	191	0	0.00927660741214642	203	1	10	3	0.000755915035150049	ATF6 (ATF6-alpha) activates chaperones	NFYB	CS_HS_Init	PAAD
TOTAL	23	1	0.00156239385911283	0.0201218028844091	0.06008317562177	175	0	0.00891102682447562	195	1	15	3	0.00113387255272507	FOXO-mediated transcription of cell death genes	NFYB	CS_HS_Init	PAAD
TOTAL	34	1	0.00230962570477549	0.0296125566052526	0.06008317562177	99	0	0.00584928940273271	128	1	7	1	0.000529140524605034	ATF4 activates genes in response to endoplasmic reticulum  stress	NFYB	CS_HS_Init	PAAD
TOTAL	39	1	0.00264927654371306	0.0338984220444435	0.06008317562177	137	0	0.00763149476762784	167	1	16	1	0.00120946405624008	Signaling by WNT in cancer	CTBP1	CS_HS_Init	PAAD
TOTAL	40	1	0.00271720671150058	0.0347534955532968	0.06008317562177	648	0	0.0308458620847233	675	1	25	1	0.00188978758787512	SUMOylation of intracellular receptors	NR1H2	CS_HS_Init	PAAD
TOTAL	42	1	0.00285306704707561	0.0364615471833166	0.06008317562177	101	0	0.00621486999040351	136	1	11	1	0.000831506538665054	PERK regulates gene expression	NFYB	CS_HS_Init	PAAD
TOTAL	42	1	0.00285306704707561	0.0364615471833166	0.06008317562177	60	0	0.00429557190513184	94	1	35	1	0.00264570262302517	Plasma lipoprotein clearance	NR1H2	CS_HS_Init	PAAD
TOTAL	44	1	0.00298892738265064	0.0381668084498934	0.06008317562177	475	0	0.0228487867294247	500	1	14	2	0.00105828104921007	Deactivation of the beta-catenin transactivating complex	CTBP1	CS_HS_Init	PAAD
TOTAL	44	1	0.00298892738265064	0.0381668084498934	0.06008317562177	489	0	0.0233971576109309	512	1	27	2	0.00204097059490513	SUMOylation of transcription cofactors	CTBP1	CS_HS_Init	PAAD
TOTAL	66	1	0.00448339107397595	0.0567417095804238	0.06008317562177	282	0	0.0154457798290911	338	1	40	32	0.0030236601406002	NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux	NR1H2	CS_HS_Init	PAAD
TOTAL	70	1	0.00475511174512601	0.06008317562177	0.06008317562177	128	0	0.00881963167755792	193	1	42	30	0.00317484314763021	Activation of gene expression by SREBF (SREBP)	NFYB	CS_HS_Init	PAAD
TOTAL	85	1	0.00577406426193873	0.0725165998247697	0.0725165998247697	376	0	0.0206096056299411	451	1	60	50	0.0045354902109003	NR1H2 and NR1H3-mediated signaling	NR1H2	CS_HS_Init	PAAD
TOTAL	86	1	0.00584199442972624	0.0733400722612237	0.0733400722612237	31	0	0.00507243065393228	111	1	2	2	0.00015118300703001	Nuclear Receptor transcription pathway	NR1H2	CS_HS_Init	PAAD
TOTAL	86	1	0.00584199442972624	0.0733400722612237	0.0733400722612237	162	0	0.0110588127770415	242	1	52	30	0.00393075818278026	Regulation of cholesterol biosynthesis by SREBP (SREBF)	NFYB	CS_HS_Init	PAAD
TOTAL	91	1	0.00618164526866381	0.0774473206117396	0.0774473206117396	599	0	0.0308458620847233	675	1	23	2	0.00173860458084511	Degradation of beta-catenin by the destruction complex	CTBP1	CS_HS_Init	PAAD
TOTAL	98	1	0.00665715644317641	0.083169241649069	0.083169241649069	245	0	0.0149431065210437	327	1	84	1	0.00634968629526041	Plasma lipoprotein assembly, remodeling, and clearance	NR1H2	CS_HS_Init	PAAD
TOTAL	110	1	0.00747231845662659	0.092902093362901	0.092902093362901	633	0	0.0329936480372892	722	1	85	3	0.00642527779877542	FOXO-mediated transcription	NFYB	CS_HS_Init	PAAD
TOTAL	10	2	0.000679301677875144	0.00127187061014533	0.0959329516116244	47	0	0.00251336654023671	55	2	8	2	0.000604732028120039	MECP2 regulates transcription factors	PPARG;PPARG	GalNAc_Olinked	PAAD
TOTAL	1263	15	0.0857958019156307	0.00183172211305693	0.0959329516116244	3128	0	0.184755289494128	4043	15	556	69	0.0420288759543427	Developmental Biology	HNF4G;PPARG;PDX1;HNF4A;SRC;HNF4A;SMAD3;HNF4G;KLF5;PPARG;PDX1;KLF5	GalNAc_Olinked	PAAD
TOTAL	108	4	0.00733645812105156	0.00244207664554863	0.0959329516116244	446	0	0.0241740163597313	529	4	18	15	0.00136064706327009	Transcriptional regulation of white adipocyte differentiation	PPARG;KLF5;PPARG;KLF5	GalNAc_Olinked	PAAD
TOTAL	14	2	0.000951022349025202	0.00245981927209293	0.0959329516116244	22	0	0.00164511264451858	36	2	6	3	0.000453549021090029	Regulation of gene expression in early pancreatic precursor cells	PDX1;PDX1	GalNAc_Olinked	PAAD
TOTAL	4	2	0.000271720671150058	0.000125029803505039	0.0116277717259686	208	0	0.00964218799981721	211	2	5	4	0.000377957517575025	Regulation of TP53 Expression	PRDM1;PRDM1	Gangliosides	PAAD
TOTAL	71	3	0.00482304191291353	0.000600268143291616	0.0318142115944556	368	0	0.0195128638669287	427	3	27	6	0.00204097059490513	Transcriptional regulation of granulopoiesis	CEBPB;CEBPB	P1PK_BloodGroup	PAAD
TOTAL	34	2	0.00230962570477549	0.00284901834227191	0.0601664399603807	99	0	0.00584928940273271	128	2	7	1	0.000529140524605034	ATF4 activates genes in response to endoplasmic reticulum  stress	ATF3;ATF3	Type_1_2_LacNAc	PCPG
TOTAL	42	2	0.00285306704707561	0.00429760285431291	0.0601664399603807	101	0	0.00621486999040351	136	2	11	1	0.000831506538665054	PERK regulates gene expression	ATF3;ATF3	Type_1_2_LacNAc	PCPG
TOTAL	9	1	0.00061137151008763	0.00548890686405434	0.0658668823686521	0	0	0.000411278161129644	9	1	2	1	0.00015118300703001	Phase 3 - rapid repolarisation	ERG	O_fucose	PCPG
TOTAL	87	2	0.00590992459751376	0.00152294559339772	0.0203417134199296	257	0	0.015171594388338	332	2	32	16	0.00241892811248016	Transcriptional activation of mitochondrial biogenesis	NRF1;NRF1	N_linked_branching	PCPG
TOTAL	127	2	0.00862713130901433	0.00319857208443453	0.0203417134199296	391	0	0.0228487867294247	500	2	36	16	0.00272129412654018	Mitochondrial biogenesis	NRF1;NRF1	N_linked_branching	PCPG
TOTAL	6	1	0.000407581006725087	0.00406834268398593	0.0203417134199296	3	0	0.000411278161129644	9	1	3	3	0.000226774510545015	p75NTR negatively regulates cell cycle via SC1	PRDM4	N_linked_branching	PCPG
TOTAL	335	2	0.0227566062088173	0.0206384335701042	0.062579742357888	823	0	0.0484851254398391	1061	2	86	16	0.00650086930229042	Organelle biogenesis and maintenance	NRF1;NRF1	N_linked_branching	PCPG
TOTAL	31	1	0.00210583520141295	0.020859914119296	0.062579742357888	78	0	0.00484394278663803	106	1	17	2	0.00128505555975508	HDMs demethylate histones	KDM3A	N_linked_branching	PCPG
TOTAL	66	1	0.00448339107397595	0.043940104914503	0.0878802098290059	282	0	0.0154457798290911	338	1	40	2	0.0030236601406002	NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux	KDM3A	N_linked_branching	PCPG
TOTAL	34	2	0.00230962570477549	0.00207771377846711	0.0627949733307775	99	0	0.00584928940273271	128	2	7	1	0.000529140524605034	ATF4 activates genes in response to endoplasmic reticulum  stress	ATF3;ATF3	P1PK_BloodGroup	PCPG
TOTAL	42	2	0.00285306704707561	0.00313974866653888	0.0627949733307775	101	0	0.00621486999040351	136	2	11	1	0.000831506538665054	PERK regulates gene expression	ATF3;ATF3	P1PK_BloodGroup	PCPG
TOTAL	28	1	0.0019020446980504	0.028153917337662	0.0917206357418343	23	0	0.00233057624640132	51	1	4	4	0.00030236601406002	RNA Polymerase III Transcription Initiation From Type 3 Promoter	SNAPC5	GSL_Core	PCPG
TOTAL	36	1	0.00244548604035052	0.0360609542103538	0.0917206357418343	23	0	0.00269615683407211	59	1	13	4	0.000982689545695064	RNA Polymerase III Transcription Initiation	SNAPC5	GSL_Core	PCPG
TOTAL	46	1	0.00312478771822566	0.0458603178709172	0.0917206357418343	33	0	0.0036101083032491	79	1	25	6	0.00188978758787512	RNA Polymerase III Transcription	SNAPC5	GSL_Core	PCPG
TOTAL	46	1	0.00312478771822566	0.0458603178709172	0.0917206357418343	10	0	0.00255906411369556	56	1	13	3	0.000982689545695064	RNA Polymerase III Abortive And Retractive Initiation	SNAPC5	GSL_Core	PCPG
TOTAL	6	1	0.000407581006725087	0.00771569772089697	0.0734643228170252	11	0	0.000731161175341589	16	1	2	2	0.00015118300703001	AKT-mediated inactivation of FOXO1A	FOXO1	sulfated_glycans	PRAD
TOTAL	647	4	0.0439508185585218	0.00850519991121423	0.0734643228170252	2096	0	0.116071836585477	2540	4	493	31	0.0372666112328974	Signaling by Interleukins	STAT5B;FOXO1;MEF2A;FOXO1	sulfated_glycans	PRAD
TOTAL	9	1	0.00061137151008763	0.0115523640365387	0.0734643228170252	0	0	0.000411278161129644	9	1	3	3	0.000226774510545015	STAT5 Activation	STAT5B	sulfated_glycans	PRAD
TOTAL	9	1	0.00061137151008763	0.0115523640365387	0.0734643228170252	0	0	0.000411278161129644	9	1	3	3	0.000226774510545015	Erythropoietin activates STAT5	STAT5B	sulfated_glycans	PRAD
TOTAL	12	1	0.000815162013450173	0.0153749737854273	0.0734643228170252	1	0	0.000594068454965041	13	1	5	2	0.000377957517575025	Interleukin-21 signaling	STAT5B	sulfated_glycans	PRAD
TOTAL	12	1	0.000815162013450173	0.0153749737854273	0.0734643228170252	38	0	0.00223918109948362	49	1	4	1	0.00030236601406002	AKT phosphorylates targets in the nucleus	FOXO1	sulfated_glycans	PRAD
TOTAL	13	1	0.000883092181237688	0.016646061766506	0.0734643228170252	127	0	0.00635196271078006	139	1	19	5	0.00143623856678509	Signaling by Leptin	STAT5B	sulfated_glycans	PRAD
TOTAL	14	1	0.000951022349025202	0.0179155951114043	0.0734643228170252	34	0	0.00196499565873052	43	1	5	3	0.000377957517575025	Regulation of localization of FOXO transcription factors	FOXO1	sulfated_glycans	PRAD
TOTAL	16	1	0.00108688268460023	0.020450005074402	0.0734643228170252	183	0	0.00868253895718137	190	1	9	3	0.000680323531635044	Regulation of FOXO transcriptional activity by acetylation	FOXO1	sulfated_glycans	PRAD
TOTAL	16	1	0.00108688268460023	0.020450005074402	0.0734643228170252	132	0	0.00662614815153315	145	1	13	4	0.000982689545695064	Interleukin-9 signaling	STAT5B	sulfated_glycans	PRAD
TOTAL	16	1	0.00108688268460023	0.020450005074402	0.0734643228170252	358	0	0.0165882191655623	363	1	17	5	0.00128505555975508	Interleukin-15 signaling	STAT5B	sulfated_glycans	PRAD
TOTAL	18	1	0.00122274302017526	0.0229782180183882	0.0734643228170252	47	0	0.00292464470136636	64	1	14	2	0.00105828104921007	Prolactin receptor signaling	STAT5B	sulfated_glycans	PRAD
TOTAL	19	1	0.00129067318796277	0.0242400050822142	0.0734643228170252	82	0	0.00438696705204954	96	1	19	5	0.00143623856678509	Interleukin-2 signaling	STAT5B	sulfated_glycans	PRAD
TOTAL	21	1	0.0014265335235378	0.026758949324435	0.0734643228170252	102	0	0.00552940638852077	121	1	14	13	0.00105828104921007	STAT5 activation downstream of FLT3 ITD mutants	STAT5B	sulfated_glycans	PRAD
TOTAL	23	1	0.00156239385911283	0.0292717322712862	0.0734643228170252	175	0	0.00891102682447562	195	1	15	12	0.00113387255272507	FOXO-mediated transcription of cell death genes	FOXO1	sulfated_glycans	PRAD
TOTAL	216	2	0.0146729162421031	0.0312018717378966	0.0734643228170252	153	0	0.0163140337248092	357	2	47	1	0.00355280066520523	Interleukin-4 and Interleukin-13 signaling	FOXO1;FOXO1	sulfated_glycans	PRAD
TOTAL	26	1	0.00176618436247538	0.0330293853935943	0.0734643228170252	32	0	0.00260476168715441	57	1	7	1	0.000529140524605034	ERK/MAPK targets	MEF2A	sulfated_glycans	PRAD
TOTAL	26	1	0.00176618436247538	0.0330293853935943	0.0734643228170252	167	0	0.00868253895718137	190	1	14	1	0.00105828104921007	Signaling by cytosolic FGFR1 fusion mutants	STAT5B	sulfated_glycans	PRAD
TOTAL	27	1	0.00183411453026289	0.0342788711883864	0.0734643228170252	190	0	0.00982497829365261	215	1	22	18	0.00166301307733011	FOXO-mediated transcription of cell cycle genes	FOXO1	sulfated_glycans	PRAD
TOTAL	28	1	0.0019020446980504	0.0355268273129488	0.0734643228170252	129	0	0.0070374263126628	154	1	11	4	0.000831506538665054	Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants	STAT5B	sulfated_glycans	PRAD
TOTAL	29	1	0.00196997486583792	0.036773255536049	0.0734643228170252	116	0	0.00635196271078006	139	1	28	5	0.00211656209842014	Growth hormone receptor signaling	STAT5B	sulfated_glycans	PRAD
TOTAL	29	1	0.00196997486583792	0.036773255536049	0.0734643228170252	187	0	0.00941370013252296	206	1	56	3	0.00423312419684028	Interleukin-20 family signaling	STAT5B	sulfated_glycans	PRAD
TOTAL	30	1	0.00203790503362543	0.0380181576245278	0.0734643228170252	482	0	0.0228487867294247	500	1	24	13	0.00181419608436012	Signaling by FLT3 ITD and TKD mutants	STAT5B	sulfated_glycans	PRAD
TOTAL	32	1	0.00217376536920046	0.0405033904553684	0.0734643228170252	212	0	0.0107846273362884	236	1	18	8	0.00136064706327009	Signaling by FLT3 fusion proteins	STAT5B	sulfated_glycans	PRAD
TOTAL	32	1	0.00217376536920046	0.0405033904553684	0.0734643228170252	103	0	0.00603207969656811	132	1	14	2	0.00105828104921007	Myogenesis	MEF2A	sulfated_glycans	PRAD
TOTAL	32	1	0.00217376536920046	0.0405033904553684	0.0734643228170252	291	0	0.0143033404926198	313	1	18	1	0.00136064706327009	Constitutive Signaling by AKT1 E17K in Cancer	FOXO1	sulfated_glycans	PRAD
TOTAL	35	1	0.00237755587256301	0.0442198377525082	0.0734643228170252	138	0	0.00776858748800439	170	1	12	3	0.000907098042180059	Regulation of gene expression in beta cells	FOXO1	sulfated_glycans	PRAD
TOTAL	35	1	0.00237755587256301	0.0442198377525082	0.0734643228170252	168	0	0.00895672439793447	196	1	24	3	0.00181419608436012	Signaling by Erythropoietin	STAT5B	sulfated_glycans	PRAD
TOTAL	35	1	0.00237755587256301	0.0442198377525082	0.0734643228170252	205	0	0.0104647443220765	229	1	16	1	0.00120946405624008	MAPK targets/ Nuclear events mediated by MAP kinases	MEF2A	sulfated_glycans	PRAD
TOTAL	36	1	0.00244548604035052	0.0454556200293509	0.0734643228170252	150	0	0.00822556322259288	180	1	26	9	0.00196537909139013	Interleukin-7 signaling	STAT5B	sulfated_glycans	PRAD
TOTAL	37	1	0.00251341620813803	0.0466898884857184	0.0734643228170252	301	0	0.0148060138006672	324	1	16	1	0.00120946405624008	Downstream signal transduction	STAT5B	sulfated_glycans	PRAD
TOTAL	1108	4	0.075266625908566	0.0499444021014503	0.0734643228170252	2824	0	0.165288123200658	3617	4	687	39	0.0519313629148084	Cytokine Signaling in Immune system	STAT5B;FOXO1;MEF2A;FOXO1	sulfated_glycans	PRAD
TOTAL	43	1	0.00292099721486312	0.0540638069451269	0.0734643228170252	129	0	0.00772288991454554	169	1	26	4	0.00196537909139013	Signaling by KIT in disease	STAT5B	sulfated_glycans	PRAD
TOTAL	48	1	0.00326064805380069	0.0601674289251067	0.0734643228170252	170	0	0.00977928072019376	214	1	25	1	0.00188978758787512	FGFR1 mutant receptor activation	STAT5B	sulfated_glycans	PRAD
TOTAL	49	1	0.00332857822158821	0.0613836676094581	0.0734643228170252	205	0	0.0113786957912535	249	1	34	29	0.00257011111951017	FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	FOXO1	sulfated_glycans	PRAD
TOTAL	50	1	0.00339650838937572	0.0625984150947488	0.0734643228170252	360	0	0.0177763560754924	389	1	38	5	0.00287247713357019	Interleukin-3, Interleukin-5 and GM-CSF signaling	STAT5B	sulfated_glycans	PRAD
TOTAL	52	1	0.00353236872495075	0.0650234433737169	0.0734643228170252	430	0	0.0208380934972353	456	1	59	16	0.00445989870738529	Interleukin-2 family signaling	STAT5B	sulfated_glycans	PRAD
TOTAL	58	1	0.00393994973167584	0.0722629186398358	0.0734643228170252	227	0	0.0126582278481013	277	1	35	1	0.00264570262302517	Signaling by FGFR1 in disease	STAT5B	sulfated_glycans	PRAD
TOTAL	59	1	0.00400787989946335	0.0734643228170252	0.0734643228170252	484	0	0.0241740163597313	529	1	52	15	0.00393075818278026	FLT3 signaling in disease	STAT5B	sulfated_glycans	PRAD
TOTAL	64	1	0.00434753073840092	0.0794492676143763	0.0794492676143763	471	0	0.0234428551843897	513	1	43	3	0.00325043465114521	FLT3 Signaling	STAT5B	sulfated_glycans	PRAD
TOTAL	66	1	0.00448339107397595	0.0818329751655464	0.0818329751655464	346	0	0.0180505415162455	395	1	39	4	0.00294806863708519	Signaling by SCF-KIT	STAT5B	sulfated_glycans	PRAD
TOTAL	67	1	0.00455132124176347	0.0830226349470818	0.0830226349470818	161	0	0.0102362564547823	224	1	26	3	0.00196537909139013	Regulation of beta-cell development	FOXO1	sulfated_glycans	PRAD
TOTAL	69	1	0.0046871815773385	0.0853975749976922	0.0853975749976922	238	0	0.0131152035826898	287	1	32	1	0.00241892811248016	MAP kinase activation	MEF2A	sulfated_glycans	PRAD
TOTAL	77	1	0.00523062291963861	0.0948391894390326	0.0948391894390326	239	0	0.0135264817438194	296	1	35	1	0.00264570262302517	Interleukin-17 signaling	MEF2A	sulfated_glycans	PRAD
TOTAL	80	1	0.00543441342300115	0.0983559300398869	0.0983559300398869	350	0	0.019101585705799	418	1	48	1	0.00362839216872024	Nuclear Events (kinase and transcription factor activation)	MEF2A	sulfated_glycans	PRAD
TOTAL	14	2	0.000951022349025202	0.000688691694283539	0.0757560863711892	22	0	0.00164511264451858	36	2	6	1	0.000453549021090029	Regulation of gene expression in early pancreatic precursor cells	NR5A2;NR5A2	SA_paths	PRAD
TOTAL	86	3	0.00584199442972624	0.00167593649501108	0.0921765072256092	31	0	0.00507243065393228	111	3	2	2	0.00015118300703001	Nuclear Receptor transcription pathway	NR5A2	SA_paths	PRAD
TOTAL	21	2	0.0014265335235378	0.000504681287439412	0.0398698217077136	132	0	0.00680893844536855	149	2	16	2	0.00120946405624008	POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation	STAT3;STAT3	O_mannose	PRAD
TOTAL	45	2	0.00305685755043815	0.00226523650356869	0.0853291177331119	231	0	0.012429739980807	272	2	35	4	0.00264570262302517	Transcriptional regulation of pluripotent stem cells	STAT3;STAT3	O_mannose	PRAD
TOTAL	200	3	0.0135860335575029	0.0036235013377578	0.0853291177331119	658	0	0.0367408490609149	804	3	90	6	0.00680323531635044	Cellular Senescence	KDM6B;STAT3;KDM6B	O_mannose	PRAD
TOTAL	216	3	0.0146729162421031	0.00449100619647957	0.0853291177331119	153	0	0.0163140337248092	357	3	47	19	0.00355280066520523	Interleukin-4 and Interleukin-13 signaling	RORA;STAT3;RORA	O_mannose	PRAD
TOTAL	5	1	0.000339650838937572	0.00778285180985028	0.0878034293409222	84	0	0.00402138646437874	88	1	1	1	7.55915035150049e-05	Signalling to STAT3	STAT3	O_mannose	PRAD
TOTAL	5	1	0.000339650838937572	0.00778285180985028	0.0878034293409222	84	0	0.00402138646437874	88	1	4	4	0.00030236601406002	MET activates STAT3	STAT3	O_mannose	PRAD
TOTAL	7	1	0.000475511174512601	0.0108797409248007	0.0878034293409222	126	0	0.00598638212310926	131	1	9	6	0.000680323531635044	PTK6 Activates STAT3	STAT3	O_mannose	PRAD
TOTAL	104	2	0.0070647374499015	0.0114423023234747	0.0878034293409222	502	0	0.0265959877530503	582	2	59	12	0.00445989870738529	Circadian Clock	RORA;RORA	O_mannose	PRAD
TOTAL	114	2	0.00774403912777665	0.0136193984030056	0.0878034293409222	355	0	0.0204725129095645	448	2	40	5	0.0030236601406002	Oxidative Stress Induced Senescence	KDM6B;KDM6B	O_mannose	PRAD
TOTAL	11	1	0.000747231845662659	0.017045804671652	0.0878034293409222	160	0	0.00758579719416899	166	1	12	6	0.000907098042180059	Interleukin-23 signaling	STAT3	O_mannose	PRAD
TOTAL	11	1	0.000747231845662659	0.017045804671652	0.0878034293409222	63	0	0.00301603984828406	66	1	4	1	0.00030236601406002	BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members	STAT3	O_mannose	PRAD
TOTAL	12	1	0.000815162013450173	0.0185815659581622	0.0878034293409222	1	0	0.000594068454965041	13	1	5	2	0.000377957517575025	Interleukin-21 signaling	STAT3	O_mannose	PRAD
TOTAL	13	1	0.000883092181237688	0.0201150319497141	0.0878034293409222	127	0	0.00635196271078006	139	1	19	5	0.00143623856678509	Signaling by Leptin	STAT3	O_mannose	PRAD
TOTAL	13	1	0.000883092181237688	0.0201150319497141	0.0878034293409222	196	0	0.00932230498560526	204	1	20	5	0.0015118300703001	Interleukin-27 signaling	STAT3	O_mannose	PRAD
TOTAL	16	1	0.00108688268460023	0.0247016908799857	0.0878034293409222	132	0	0.00662614815153315	145	1	13	5	0.000982689545695064	Interleukin-9 signaling	STAT3	O_mannose	PRAD
TOTAL	16	1	0.00108688268460023	0.0247016908799857	0.0878034293409222	358	0	0.0165882191655623	363	1	17	5	0.00128505555975508	Interleukin-15 signaling	STAT3	O_mannose	PRAD
TOTAL	16	1	0.00108688268460023	0.0247016908799857	0.0878034293409222	180	0	0.00868253895718137	190	1	26	3	0.00196537909139013	Interleukin-35 Signalling	STAT3	O_mannose	PRAD
TOTAL	18	1	0.00122274302017526	0.0277480469440898	0.0878034293409222	112	0	0.00575789425581502	126	1	20	6	0.0015118300703001	Interleukin-6 signaling	STAT3	O_mannose	PRAD
TOTAL	19	1	0.00129067318796277	0.0292678097803074	0.0878034293409222	121	0	0.00630626513732121	138	1	7	1	0.000529140524605034	Signaling by PDGFRA extracellular domain mutants	STAT3	O_mannose	PRAD
TOTAL	19	1	0.00129067318796277	0.0292678097803074	0.0878034293409222	121	0	0.00630626513732121	138	1	7	1	0.000529140524605034	Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants	STAT3	O_mannose	PRAD
